ID,Area,User Story,Expected Behavior (as implemented),Status,Defects,Defect Type,Evidence,Source References,Open Questions / Notes
RPC-62,Clientes / Portal,As the platform I call supabase.rpc('upsert_customer_portal_account'),Creates/updates an initially-inactive account; provisioning continues in the Edge Function. Auth: authenticated+active+admin.,Spec’d,-,-,Static,customers.ts,-
RPC-63,Portal / Faturamento,As the platform I call supabase.rpc('portal_list_invoices'),Read-only own invoices + ledger balance; CE-gated. Auth: current_portal_customer_id().,Verified,-,-,SQL-contract,portalBilling.ts; portalInvoiceHistoryLinksMigration.test.ts,RESOLVED: anon EXECUTE revoked in 20260624100000_revoke_anon_portal_read_rpcs.sql (ADR 0013). definerActiveUserGuardMigration.test.ts green. Remote grant application pending controlled deploy.
RPC-64,Portal / Faturamento,As the platform I call supabase.rpc('portal_invoice_details'),"Reads invoice, links, breakdown, containers, payments for an own invoice. Auth: current_portal_customer_id().",Verified,-,-,SQL-contract,portalBilling.ts; portalInvoiceConsolidatedBreakdownMigration.test.ts,RESOLVED: anon EXECUTE revoked in 20260624100000_revoke_anon_portal_read_rpcs.sql (ADR 0013). definerActiveUserGuardMigration.test.ts green. Remote grant application pending controlled deploy.
RPC-65,Portal / Faturamento,As the platform I call supabase.rpc('portal_list_consolidatable_receivables'),Read-only own eligible receivables; CE-gated. Auth: current_portal_customer_id().,Verified,-,-,SQL-contract,portalBilling.ts; portalCeMercanteGateMigration.test.ts,RESOLVED: anon EXECUTE revoked in 20260624100000_revoke_anon_portal_read_rpcs.sql (ADR 0013). definerActiveUserGuardMigration.test.ts green. Remote grant application pending controlled deploy.
RPC-66,Portal / Demurrage,As the platform I call supabase.rpc('portal_list_demurrage_invoices'),Read-only own demurrage invoices; status + CE gated. Auth: current_portal_customer_id().,Verified,-,-,SQL-contract,portalBilling.ts; portalCeMercanteGateMigration.test.ts,RESOLVED: anon EXECUTE revoked in 20260624100000_revoke_anon_portal_read_rpcs.sql (ADR 0013). definerActiveUserGuardMigration.test.ts green. Remote grant application pending controlled deploy.
RPC-67,Portal / Demurrage,As the platform I call supabase.rpc('portal_get_demurrage_invoice_detail'),Read-only own demurrage invoice/items; CE-gated. Auth: current_portal_customer_id().,Verified,-,-,SQL-contract,portalBilling.ts; portalCeMercanteGateMigration.test.ts,RESOLVED: anon EXECUTE revoked in 20260624100000_revoke_anon_portal_read_rpcs.sql (ADR 0013). definerActiveUserGuardMigration.test.ts green. Remote grant application pending controlled deploy.
RPC-68,Portal / Faturamento,As the platform I call supabase.rpc('portal_create_consolidation'),Creates a consolidation via core; ownership/CE/rate-limit 3/10min; inserts alert + notification. Auth: current_portal_customer_id().,Tested-Pass,-,-,SQL-contract,portalBilling.ts; portalCreateConsolidationJsonbMigration.test.ts,-
RPC-69,Portal / Faturamento,As the platform I call supabase.rpc('portal_obsolete_consolidation'),Obsoletes own consolidation + links; rate-limit 3/15min; alert + notification. Auth: current_portal_customer_id().,Spec’d,-,-,Static,portalBilling.ts,-
RPC-70,Portal / Demurrage,As the platform I call supabase.rpc('portal_open_demurrage_dispute'),Opens a dispute on an own invoice; rate-limit 3/30min; notification + internal alert. Auth: current_portal_customer_id().,Spec’d,-,-,Static,portalBilling.ts,-
RPC-71,Portal / Perfil,As the platform I call supabase.rpc('portal_get_profile'),"Reads account, customer record and billing contact. Auth: current_portal_customer_id().",Spec’d,-,-,Static,portalBilling.ts,-
RPC-72,Portal / Perfil,As the platform I call supabase.rpc('portal_update_profile'),"Updates account email, customer address and contact phone. Auth: current_portal_customer_id().",Spec’d,-,-,Static,portalBilling.ts,-
RPC-73,Portal / Notificações,As the platform I call supabase.rpc('portal_list_notifications'),Read-only notifications; cached + polled. Auth: current_portal_customer_id().,Spec’d,-,-,Static,portalBilling.ts,-
RPC-74,Portal / Notificações,As the platform I call supabase.rpc('portal_mark_all_notifications_read'),Marks all own notifications read; invalidates list/counter. Auth: current_portal_customer_id().,Spec’d,-,-,Static,portalBilling.ts,-
RPC-75,Portal / Notificações,As the platform I call supabase.rpc('portal_mark_notification_read'),Marks one own notification read. Auth: current_portal_customer_id().,Spec’d,-,-,Static,portalBilling.ts,-
RPC-76,Portal / Notificações,As the platform I call supabase.rpc('portal_notification_unread_count'),Unread count; 30s polling. Auth: current_portal_customer_id().,Spec’d,-,-,Static,portalBilling.ts,-
RPC-77,Portal / Auth,As the platform I call supabase.rpc('portal_resolve_login'),Logs attempt by hash and resolves document to technical email; no session created (ADR 0013 anon exception). Auth: current_portal_customer_id().,Tested-Pass,-,-,SQL-contract,portalBilling.ts; portalResolveLoginHardeningMigration.test.ts,-
EDGE-01,Clientes / Portal,As an admin I call functions.invoke('provision-portal-user'),"verify_jwt=true; validates JWT (auth.getUser), active internal profile, role admin/administrativo; CORS allowlist; persistent rate limit 20/h per user; service role uses Auth Admin createUser/updateUserById and links auth_user_id/email. Failures: 401/403/429/400/404/409/500.",Verified,-,-,Vitest,supabase/functions/provision-portal-user/index.ts; supabase/config.toml; customers.test.ts,customers.test.ts mocks invoke order/failure; Edge runtime not executed here.
EDGE-02,Faturamento / Portal,As the DB webhook I invoke notify-invoice-issued on invoices.status -> issued,Bearer must equal SUPABASE_SERVICE_ROLE_KEY (timing-safe); accepts absent Origin or Origin == SUPABASE_URL; service role re-reads invoice/customer/contacts (no DB writes); sends email via Resend. No recipient/key -> skipped/sent:false; auth fail 401; Resend/parse fail 500.,Spec’d,-,-,Static,supabase/functions/notify-invoice-issued/index.ts,Suspeita: webhook/secret/deploy not versioned; no dedicated config.toml block to confirm verify_jwt; no own rate limit. Needs controlled-runtime confirmation.
RLS-01,Alertas / Painel,As the platform I enforce RLS on alerts (SELECT/INSERT/UPDATE),010: active reads/inserts/updates; admin deletes.,Verified,-,-,SQL (migration) + Static,docs/RASTREABILIDADE.md (tabelas); alerts,-
RLS-02,Auditoria,As the platform I enforce RLS on audit_logs (SELECT/INSERT),014: active reads; insert requires active + changed_by=auth.uid(); update/delete admin.,Verified,-,-,SQL (migration) + Static,docs/RASTREABILIDADE.md (tabelas); audit_logs,-
RLS-03,Baplie,As the platform I enforce RLS on baplie_containers (SELECT),20260609134000: active r/i/u; admin deletes.,Tested-Pass,-,-,SQL (migration) + Static,docs/RASTREABILIDADE.md (tabelas); baplie_containers,rlsHardeningMigration.test.ts
RLS-04,Baplie / Reconciliação,As the platform I enforce RLS on baplie_reconciliation_resolutions (SELECT/UPSERT),20260609134000: active r/i/u; admin deletes.,Tested-Pass,-,-,SQL (migration) + Static,docs/RASTREABILIDADE.md (tabelas); baplie_reconciliation_resolutions,rlsHardeningMigration.test.ts
RLS-05,Faturamento,As the platform I enforce RLS on billing_batches (SELECT),041: active reads; admin i/u/d.,Spec’d,-,-,SQL (migration) + Static,docs/RASTREABILIDADE.md (tabelas); billing_batches,-
RLS-06,Manifestos BB,As the platform I enforce RLS on bl_breakbulk_items (INSERT/DELETE),010 final: active r/i/u; admin deletes; trigger validates carga_solta parent.,Verified,-,-,SQL (migration) + Static,docs/RASTREABILIDADE.md (tabelas); bl_breakbulk_items,-
RLS-07,Containers / Demurrage,As the platform I enforce RLS on bl_containers (SELECT/UPDATE/DELETE),010 final: active r/i/u; admin deletes; trigger sets discharge; service blocks delete with dependencies.,Verified,-,-,SQL (migration) + Static,docs/RASTREABILIDADE.md (tabelas); bl_containers,-
RLS-08,Ledger,As the platform I enforce RLS on bl_receivables (SELECT),20260529100000: all operations admin only.,Spec’d,-,-,SQL (migration) + Static,docs/RASTREABILIDADE.md (tabelas); bl_receivables,-
RLS-09,B/L (transversal),As the platform I enforce RLS on bls (SELECT/UPDATE/UPSERT/DELETE),"010 final: active r/i/u; admin deletes; review gate, promotion, auto-issue, billing/container guards.",Verified,-,-,SQL (migration) + Static,docs/RASTREABILIDADE.md (tabelas); bls,-
RLS-10,Viagens,As the platform I enforce RLS on carriers (SELECT/INSERT),010 final: active r/i/u; admin deletes.,Spec’d,-,-,SQL (migration) + Static,docs/RASTREABILIDADE.md (tabelas); carriers,-
RLS-11,Taxas Locais,As the platform I enforce RLS on charge_calculations (SELECT),014: SELECT admin; INSERT/UPDATE active; DELETE admin.,Verified,-,-,SQL (migration) + Static,docs/RASTREABILIDADE.md (tabelas); charge_calculations,-
RLS-12,Taxas Locais,As the platform I enforce RLS on charge_table_items (CRUD),010+014: all operations admin.,Verified,-,-,SQL (migration) + Static,docs/RASTREABILIDADE.md (tabelas); charge_table_items,-
RLS-13,Taxas Locais,As the platform I enforce RLS on charge_tables (SELECT/INSERT/UPDATE),010+014: all operations admin; validity gates ready_for_billing.,Verified,-,-,SQL (migration) + Static,docs/RASTREABILIDADE.md (tabelas); charge_tables,-
RLS-14,Clientes,As the platform I enforce RLS on customer_contacts (CRUD),010 final: active r/i/u; admin deletes; email in gate; Edge reads via service role.,Verified,-,-,SQL (migration) + Static,docs/RASTREABILIDADE.md (tabelas); customer_contacts,-
RLS-15,Taxas Locais / Clientes,As the platform I enforce RLS on customer_rate_overrides (CRUD),010+014: all operations admin.,Verified,-,-,SQL (migration) + Static,docs/RASTREABILIDADE.md (tabelas); customer_rate_overrides,-
RLS-16,Clientes,As the platform I enforce RLS on customers (CRUD/UPSERT),010 final: active r/i/u; admin deletes; Portal profile writes via RPC.,Verified,-,-,SQL (migration) + Static,docs/RASTREABILIDADE.md (tabelas); customers,-
RLS-17,Demurrage,As the platform I enforce RLS on demurrage_invoice_items (SELECT/INSERT),050 final: active r/i/u; admin deletes; frozen lines; cascade on invoice delete.,Verified,-,-,SQL (migration) + Static,docs/RASTREABILIDADE.md (tabelas); demurrage_invoice_items,-
RLS-18,Demurrage,As the platform I enforce RLS on demurrage_invoices (SELECT/INSERT/UPDATE),"050 final: active r/i/u; admin deletes; notifications, dispute, overdue cron.",Verified,-,-,SQL (migration) + Static,docs/RASTREABILIDADE.md (tabelas); demurrage_invoices,-
RLS-19,Demurrage,As the platform I enforce RLS on demurrage_rates (CRUD/UPSERT),SELECT active; INSERT/UPDATE/DELETE active+admin.,Verified,-,-,SQL (migration) + Static,docs/RASTREABILIDADE.md (tabelas); demurrage_rates,-
RLS-20,Chegadas/Saídas,As the platform I enforce RLS on ended_vessels (SELECT/INSERT),SELECT any authenticated; INSERT active; DELETE admin; no UPDATE policy.,Spec’d,-,-,SQL (migration) + Static,docs/RASTREABILIDADE.md (tabelas); ended_vessels,Suspeita: read does not require active internal profile — intentionally Portal-compatible.
RLS-21,Granito,As the platform I enforce RLS on granite_bl_charges (SELECT/INSERT/DELETE),042 final: active r/i/u; admin deletes.,Verified,-,-,SQL (migration) + Static,docs/RASTREABILIDADE.md (tabelas); granite_bl_charges,-
RLS-22,Granito,As the platform I enforce RLS on granite_bls (SELECT/UPDATE/UPSERT),042 final: active r/i/u; admin deletes; status feeds invoice/link guard.,Verified,-,-,SQL (migration) + Static,docs/RASTREABILIDADE.md (tabelas); granite_bls,-
RLS-23,Granito,As the platform I enforce RLS on granite_manifests (SELECT/INSERT),042 final: active r/i/u; admin deletes.,Verified,-,-,SQL (migration) + Static,docs/RASTREABILIDADE.md (tabelas); granite_manifests,-
RLS-24,Granito,As the platform I enforce RLS on granite_rates (SELECT/UPSERT/DELETE),042 final: active r/i/u; admin deletes.,Verified,-,-,SQL (migration) + Static,docs/RASTREABILIDADE.md (tabelas); granite_rates,-
RLS-25,Importações,As the platform I enforce RLS on import_batches (SELECT/INSERT/UPDATE),010 final: active r/i/u; admin deletes; links errors/B/Ls and billing run.,Verified,-,-,SQL (migration) + Static,docs/RASTREABILIDADE.md (tabelas); import_batches,-
RLS-26,Importações,As the platform I enforce RLS on import_errors (INSERT),010 final: active r/i/u; admin deletes.,Verified,-,-,SQL (migration) + Static,docs/RASTREABILIDADE.md (tabelas); import_errors,-
RLS-27,Faturamento,As the platform I enforce RLS on invoice_bls (SELECT),020: all operations admin; trigger blocks duplicate active link.,Verified,-,-,SQL (migration) + Static,docs/RASTREABILIDADE.md (tabelas); invoice_bls,-
RLS-28,Ledger,As the platform I enforce RLS on invoice_receivable_links (SELECT),20260529100000: all operations admin; triggers obsolete/re-chain consolidated.,Tested-Pass,-,-,SQL (migration) + Static,docs/RASTREABILIDADE.md (tabelas); invoice_receivable_links,-
RLS-29,Faturamento,As the platform I enforce RLS on invoices (SELECT/UPDATE),"010+014: all operations admin; number, overdue guard, PIX, lifecycle, notifications, email webhook.",Verified,-,-,SQL (migration) + Static,docs/RASTREABILIDADE.md (tabelas); invoices,-
RLS-30,Faturamento / Conciliação,As the platform I enforce RLS on payments (SELECT),010+014: all operations admin.,Verified,-,-,SQL (migration) + Static,docs/RASTREABILIDADE.md (tabelas); payments,-
RLS-31,Administração / Auth,As the platform I enforce RLS on user_profiles (SELECT/UPDATE),self/admin SELECT; own update only if active; admin any; INSERT/DELETE admin; trigger blocks self-elevation.,Verified,-,-,SQL (migration) + Static,docs/RASTREABILIDADE.md (tabelas); user_profiles,Sustains is_active_user()/is_admin().
RLS-32,Embarque de Vazios,As the platform I enforce RLS on vazios_bookings (SELECT/UPSERT),042 final: active r/i/u; admin deletes.,Verified,-,-,SQL (migration) + Static,docs/RASTREABILIDADE.md (tabelas); vazios_bookings,-
RLS-33,Vazios de Importação,As the platform I enforce RLS on vazios_importacao_containers (SELECT/UPSERT),042 + 20260610163251: active r/i/u; admin deletes.,Verified,-,-,SQL (migration) + Static,docs/RASTREABILIDADE.md (tabelas); vazios_importacao_containers,-
RLS-34,Vazios de Importação,As the platform I enforce RLS on vazios_importacao_manifests (SELECT/INSERT),042 + 20260610163251: active r/i/u; admin deletes.,Verified,-,-,SQL (migration) + Static,docs/RASTREABILIDADE.md (tabelas); vazios_importacao_manifests,-
RLS-35,Embarque de Vazios,As the platform I enforce RLS on vazios_manifests (SELECT/INSERT),042 final: active r/i/u; admin deletes.,Verified,-,-,SQL (migration) + Static,docs/RASTREABILIDADE.md (tabelas); vazios_manifests,-
RLS-36,Veículos,As the platform I enforce RLS on vehicles (SELECT/DELETE),010 final: active r/i/u; admin deletes; trigger validates voyage/B/L/container.,Verified,-,-,SQL (migration) + Static,docs/RASTREABILIDADE.md (tabelas); vehicles,-
RLS-37,Chegadas/Saídas,As the platform I enforce RLS on vessel_schedules (CRUD),SELECT any authenticated; INSERT/UPDATE active; DELETE admin; realtime for Portal widget.,Verified,-,-,SQL (migration) + Static,docs/RASTREABILIDADE.md (tabelas); vessel_schedules,-
RLS-38,Viagens,As the platform I enforce RLS on vessels (SELECT/INSERT),010 final: active r/i/u; admin deletes.,Spec’d,-,-,SQL (migration) + Static,docs/RASTREABILIDADE.md (tabelas); vessels,-
RLS-39,Viagens / Line Up,As the platform I enforce RLS on voyage_export_schedules (SELECT/UPSERT/DELETE),20260609134000: active r/i/u; admin deletes.,Tested-Pass,-,-,SQL (migration) + Static,docs/RASTREABILIDADE.md (tabelas); voyage_export_schedules,rlsHardeningMigration.test.ts
RLS-40,Viagens,As the platform I enforce RLS on voyages (CRUD),010 final: active r/i/u; admin deletes; POD/POL snapshots by trigger; delete dependency guard.,Verified,-,-,SQL (migration) + Static,docs/RASTREABILIDADE.md (tabelas); voyages,-
TRG-01,Faturamento,As the platform I enforce the assign_invoice_number trigger/job,BEFORE INSERT invoices: increments annual counter and fills invoice number.,Verified,-,-,SQL (migration),supabase/migrations/003_functions.sql,Indirect effect; runtime not inspected for cron jobs.
TRG-02,Veículos,As the platform I enforce the validate_vehicle_relationships trigger/job,BEFORE I/U vehicles: normalizes and rejects incoherent voyage/B/L/container.,Verified,-,-,SQL (migration),supabase/migrations/004_vehicles.sql,Indirect effect; runtime not inspected for cron jobs.
TRG-03,Manifestos BB,As the platform I enforce the validate_bl_breakbulk_item_parent trigger/job,BEFORE I/U bl_breakbulk_items: rejects item whose B/L is not carga_solta.,Verified,-,-,SQL (migration),supabase/migrations/006_breakbulk_module.sql,Indirect effect; runtime not inspected for cron jobs.
TRG-04,Demurrage,As the platform I enforce the set_container_discharge_date trigger/job,BEFORE INSERT bl_containers without discharge: copies voyages.ata.,Verified,-,-,SQL (migration),supabase/migrations/028_demurrage_module.sql,Indirect effect; runtime not inspected for cron jobs.
TRG-05,Faturamento / Demurrage,As the platform I enforce the mark_overdue_invoices trigger/job,pg_cron daily 06:00 UTC: marks overdue local + demurrage invoices.,Verified,-,-,SQL (migration),supabase/migrations/031_overdue_enforcement.sql,Indirect effect; runtime not inspected for cron jobs.
TRG-06,Faturamento,As the platform I enforce the fn_block_invoice_overdue_customer trigger/job,BEFORE INSERT invoices: blocks new invoice when customer has overdue local invoice.,Verified,-,-,SQL (migration),supabase/migrations/031_overdue_enforcement.sql,Indirect effect; runtime not inspected for cron jobs.
TRG-07,Viagens / Line Up,As the platform I enforce the trg_voyage_schedule_snapshot trigger/job,"AFTER INSERT audit_logs (POD/POL): updates voyages JSONB snapshot, preserving JSON null.",Verified,-,-,SQL (migration),supabase/migrations/052_fix_voyage_snapshot_null_new_value.sql,Indirect effect; runtime not inspected for cron jobs.
TRG-08,Faturamento,As the platform I enforce the prevent_duplicate_active_invoice_bl_link trigger/job,BEFORE I/U invoice_bls: rejects 2nd active/paid link for same B/L (23505/PT409).,Verified,-,-,SQL (migration),supabase/migrations/20260528134131_*.sql,Indirect effect; runtime not inspected for cron jobs.
TRG-09,Taxas / Revisão,As the platform I enforce the guard_container_bl_without_containers trigger/job,AFTER I/U bls: synthetic pending + prevents empty container B/L staying calculated/ready.,Verified,-,-,SQL (migration),supabase/migrations/20260528134131_*.sql,Indirect effect; runtime not inspected for cron jobs.
TRG-10,Ledger / Faturamento,As the platform I enforce the emit_invoice_on_bl_ready trigger/job,AFTER I/U charge_status bls: syncs receivable + best-effort individual invoice; failure -> audit auto_invoice_failed.,Verified,-,-,SQL (migration),supabase/migrations/20260529140000_*.sql,Indirect effect; runtime not inspected for cron jobs.
TRG-11,Faturamento / PIX,As the platform I enforce the populate_local_invoice_pix_payload trigger/job,BEFORE I/U invoices: generates PIX payload for local invoice.,Verified,-,-,SQL (migration),supabase/migrations/20260529144000_*.sql,Indirect effect; runtime not inspected for cron jobs.
TRG-12,Administração / Auth,As the platform I enforce the prevent_user_profile_privilege_escalation trigger/job,BEFORE UPDATE user_profiles: blocks self role/active change; service role allowed.,Verified,-,-,SQL (migration),supabase/migrations/20260530102906_*.sql,Indirect effect; runtime not inspected for cron jobs.
TRG-13,Portal / Notificações,As the platform I enforce the notify_invoice_issued trigger/job,AFTER I/U status invoices: in-app notification when invoice becomes issued.,Verified,-,-,SQL (migration),supabase/migrations/20260615000003_*.sql,Indirect effect; runtime not inspected for cron jobs.
TRG-14,Revisão / Billing gate,As the platform I enforce the promote_calculated_bl_ready_for_billing trigger/job,BEFORE I/U bls: only promotes when canonical gate/client/BRL/currencies allow; execute revoked.,Verified,-,-,SQL (migration),supabase/migrations/20260619130000_*.sql,Indirect effect; runtime not inspected for cron jobs.
TRG-15,Revisão / Billing gate,As the platform I enforce the prevent_pending_review_invoice trigger/job,BEFORE I/U financial_status bls: blocks invoiced while review/canonical pendencies open.,Verified,-,-,SQL (migration),supabase/migrations/20260619130000_*.sql,Indirect effect; runtime not inspected for cron jobs.
